source,city,category,type,code,title,price,biomaterial_price,turnaround_time,url,scraped_at
Helix,Екатеринбург,Все анализы,analysis,06-090,Марганец в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-090,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-091,Кобальт в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-091,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-103,Витамин B5 (пантотеновая кислота),2535,,До 7 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-103,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-099,Свинец в цельной крови,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-099,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-092,Никель в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-092,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-093,Мышьяк в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-093,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-094,Селен в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-094,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-095,Молибден в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-095,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-096,Кадмий в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-096,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-097,Сурьма в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-097,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-098,Ртуть в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-098,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-102,Витамин B1 (тиамин),2530,,До 5 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-102,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-104,Витамин B6 (пиридоксаль-5-фосфат),2680,,До 5 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-104,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-101,Витамин А (ретинол),2535,,До 5 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-101,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,06-109,"Жирорастворимые витамины (A, D, E, K)",10850,,До 5 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-109,2026-08-02T07:17:09.253Z
